Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
19.11.2023;08:15;08:30;11.077;1.206,75;504,75
19.11.2023;08:30;08:45;11.329;1.275,25;459
19.11.2023;08:45;09:00;11.655;1.470;420,75
19.11.2023;09:00;09:15;11.817,25;1.468;379,5
19.11.2023;09:15;09:30;12.039,25;1.524,25;404,25
19.11.2023;09:30;09:45;12.285,75;1.597;420,5
19.11.2023;09:45;10:00;12.296,75;1.481,5;467,75
19.11.2023;10:00;10:15;12.531,75;1.549,5;719,5
19.11.2023;10:15;10:30;12.753;1.559,75;722
19.11.2023;10:30;10:45;12.807;1.573,25;710
19.11.2023;10:45;11:00;13.087;1.744,75;785,25
19.11.2023;11:00;11:15;13.160,25;1.643,25;782,25
19.11.2023;11:15;11:30;13.488,5;1.786,75;804
19.11.2023;11:30;11:45;13.605;1.841,75;844,5
19.11.2023;11:45;12:00;13.669,75;1.849,5;793
19.11.2023;12:00;12:15;13.437,75;1.568,75;997,25
19.11.2023;12:15;12:30;13.625,5;1.660,5;1.043,75
19.11.2023;12:30;12:45;13.321,75;1.416,75;1.141
19.11.2023;12:45;13:00;13.290,25;1.497,5;1.169,75
19.11.2023;13:00;13:15;13.210,25;1.745,75;1.164,75
19.11.2023;13:15;13:30;12.960,25;1.570;1.200
19.11.2023;13:30;13:45;12.967;1.730,25;1.149,25
19.11.2023;13:45;14:00;12.847,25;1.756,75;1.140
19.11.2023;14:00;14:15;12.639,75;1.799,5;1.048
19.11.2023;14:15;14:30;12.531,25;1.758,75;962,25
19.11.2023;14:30;14:45;12.521,25;1.999,5;875,25
19.11.2023;14:45;15:00;12.502;2.147,5;579,5
19.11.2023;15:00;15:15;12.365,25;2.235;451,5
19.11.2023;15:15;15:30;12.290,25;2.511,25;307,25
19.11.2023;15:30;15:45;12.437;2.991,5;132,5
19.11.2023;15:45;16:00;12.477,75;3.367,25;84
19.11.2023;16:00;16:15;12.571,75;3.743,25;191,25
19.11.2023;16:15;16:30;12.691,25;4.006,5;74,5
19.11.2023;16:30;16:45;12.928;4.378,75;30,25
19.11.2023;16:45;17:00;13.218,5;4.844,75;13,75
19.11.2023;17:00;17:15;13.489,75;5.250,75;34,5
19.11.2023;17:15;17:30;13.677;5.504,75;2,25
19.11.2023;17:30;17:45;13.715,25;5.557,25;2,25
19.11.2023;17:45;18:00;13.691;5.544,75;2,25
19.11.2023;18:00;18:15;13.846,5;5.759,25;2
19.11.2023;18:15;18:30;13.848,5;5.794;2
19.11.2023;18:30;18:45;13.772;5.733,75;2,25
19.11.2023;18:45;19:00;13.694,75;5.740,75;2,75
19.11.2023;19:00;19:15;13.607;5.844,75;2,5
19.11.2023;19:15;19:30;13.389,75;5.731;2,5
19.11.2023;19:30;19:45;13.222,5;5.667,25;2,5
19.11.2023;19:45;20:00;13.110;5.650,75;4
19.11.2023;20:00;20:15;13.050,5;5.683,25;12,25
19.11.2023;20:15;20:30;12.919,25;5.662,25;12
19.11.2023;20:30;20:45;12.746,5;5.557,5;12,75
19.11.2023;20:45;21:00;12.386;5.282,25;14
19.11.2023;21:00;21:15;12.198,75;5.144,25;13,75
19.11.2023;21:15;21:30;12.178,75;5.163;14
19.11.2023;21:30;21:45;12.108,5;5.103;38,75
19.11.2023;21:45;22:00;12.033,5;5.099,75;46
19.11.2023;22:00;22:15;11.981;5.259,25;56,25
19.11.2023;22:15;22:30;11.965,75;5.284,25;71,5
19.11.2023;22:30;22:45;11.741,5;5.109,5;40,25
19.11.2023;22:45;23:00;11.499;4.875,25;151,25
19.11.2023;23:00;23:15;11.407;4.804;78,5
19.11.2023;23:15;23:30;11.277;4.714,25;180,5
19.11.2023;23:30;23:45;11.128,5;4.640,25;180,25
19.11.2023;23:45;00:00;10.997,25;4.559;309
20.11.2023;00:00;00:15;10.861;4.489,5;381,5
20.11.2023;00:15;00:30;10.700,75;4.365,25;680,5
20.11.2023;00:30;00:45;10.622,25;4.316,75;778
20.11.2023;00:45;01:00;10.478,5;4.216;920,75
20.11.2023;01:00;01:15;10.232,5;3.989;1.025
20.11.2023;01:15;01:30;10.218,75;4.049,25;1.192,75
20.11.2023;01:30;01:45;10.067;3.920,5;1.258
20.11.2023;01:45;02:00;9.951,25;3.822,5;1.278,5
20.11.2023;02:00;02:15;9.881;3.748;1.282
20.11.2023;02:15;02:30;9.851;3.722,25;1.339,75
20.11.2023;02:30;02:45;9.946;3.845,25;1.368,5
20.11.2023;02:45;03:00;9.967,25;3.909,25;1.422,25
20.11.2023;03:00;03:15;9.985;3.912,25;1.439,75
20.11.2023;03:15;03:30;10.011,75;3.962,25;1.417
20.11.2023;03:30;03:45;10.070,5;4.091,25;1.370,5
20.11.2023;03:45;04:00;10.099;4.166,25;1.333
20.11.2023;04:00;04:15;10.249,5;4.360;1.291,25
20.11.2023;04:15;04:30;10.413;4.586;1.234,75
20.11.2023;04:30;04:45;10.578,5;4.781,5;1.091,5
20.11.2023;04:45;05:00;10.742,75;4.977,5;1.102,25
20.11.2023;05:00;05:15;11.110,25;5.295;1.156
20.11.2023;05:15;05:30;11.281,25;5.461,5;1.219,25
20.11.2023;05:30;05:45;11.608,75;5.811;950
20.11.2023;05:45;06:00;12.064,5;6.262,25;725,25
20.11.2023;06:00;06:15;12.784,25;6.904,25;740
20.11.2023;06:15;06:30;13.584,25;7.712,25;143,5
20.11.2023;06:30;06:45;13.973,75;8.086,25;121
20.11.2023;06:45;07:00;14.376;8.509,5;88,25
20.11.2023;07:00;07:15;15.005;9.165,75;8,5
20.11.2023;07:15;07:30;15.377,75;9.569,75;1,75
20.11.2023;07:30;07:45;15.514,5;9.718,5;1,25
20.11.2023;07:45;08:00;15.688,75;9.854,75;1,25
20.11.2023;08:00;08:15;15.925;10.047;1
20.11.2023;08:15;08:30;16.045,75;10.143;1,25
20.11.2023;08:30;08:45;16.128,25;10.181,5;1,25
20.11.2023;08:45;09:00;16.113,25;10.067,75;2
20.11.2023;09:00;09:15;16.031,75;9.860,25;2,25
20.11.2023;09:15;09:30;16.186,5;9.899,75;1,5
20.11.2023;09:30;09:45;16.253,5;9.729,75;2
20.11.2023;09:45;10:00;16.339,5;9.587,25;2,5
20.11.2023;10:00;10:15;16.430,5;9.528;2,25
20.11.2023;10:15;10:30;16.533;9.471,75;11,25
20.11.2023;10:30;10:45;16.551;9.329,5;68
20.11.2023;10:45;11:00;16.671,75;9.275,25;219
20.11.2023;11:00;11:15;16.701,25;9.210,5;101,25
20.11.2023;11:15;11:30;16.784,25;9.180,75;110,75
20.11.2023;11:30;11:45;16.785,75;9.131,25;146
20.11.2023;11:45;12:00;16.836;9.234,75;218,75
20.11.2023;12:00;12:15;16.709;9.080,25;350,75
20.11.2023;12:15;12:30;16.668,75;9.074;361,5
20.11.2023;12:30;12:45;16.555,25;9.103,5;330,5
20.11.2023;12:45;13:00;16.600,5;9.280,25;306,25
20.11.2023;13:00;13:15;16.581;9.360,25;201,25
20.11.2023;13:15;13:30;16.480,25;9.423,75;88,25
20.11.2023;13:30;13:45;16.372,75;9.583,25;58
20.11.2023;13:45;14:00;16.152,25;9.679,5;41,25
20.11.2023;14:00;14:15;16.051,25;9.841;213,5
20.11.2023;14:15;14:30;15.899,25;9.993,25;112,25
20.11.2023;14:30;14:45;15.840,5;10.246,5;5,75
20.11.2023;14:45;15:00;15.762,5;10.473,5;6
20.11.2023;15:00;15:15;15.856,5;10.928,5;45,75
20.11.2023;15:15;15:30;15.743,25;11.194;101
20.11.2023;15:30;15:45;15.692;11.480,5;2,75
20.11.2023;15:45;16:00;15.654,25;11.795,25;1
20.11.2023;16:00;16:15;15.711;12.127;110,75
20.11.2023;16:15;16:30;15.715,25;12.204,25;1,5
20.11.2023;16:30;16:45;15.840,75;12.383,5;1,75
20.11.2023;16:45;17:00;15.957,25;12.564;1
20.11.2023;17:00;17:15;16.051,25;12.719,25;0,75
20.11.2023;17:15;17:30;16.170,5;12.829,75;0,75
20.11.2023;17:30;17:45;16.159,5;12.851,25;1,5
20.11.2023;17:45;18:00;16.175;12.893,25;1
20.11.2023;18:00;18:15;16.090;12.766,25;0,75
20.11.2023;18:15;18:30;15.951,25;12.597;0,75
20.11.2023;18:30;18:45;16.030,5;12.683,75;0,75
20.11.2023;18:45;19:00;16.047;12.767;0,75
20.11.2023;19:00;19:15;15.926;12.684,75;79,75
20.11.2023;19:15;19:30;15.731,25;12.503,25;107,75
20.11.2023;19:30;19:45;15.631,75;12.425,5;122
20.11.2023;19:45;20:00;15.517,5;12.383,5;137,5
20.11.2023;20:00;20:15;15.374,75;12.350;2
20.11.2023;20:15;20:30;15.147,5;12.214,25;1,5
20.11.2023;20:30;20:45;14.792;11.978,5;5,25
20.11.2023;20:45;21:00;14.519,75;11.770,25;7,25
20.11.2023;21:00;21:15;14.248;11.572,25;6
20.11.2023;21:15;21:30;14.093,25;11.425,5;4,5
20.11.2023;21:30;21:45;13.920,25;11.311,75;4,5
20.11.2023;21:45;22:00;13.770,75;11.214,75;61,75
20.11.2023;22:00;22:15;13.680;11.176,5;39,5
20.11.2023;22:15;22:30;13.567,5;11.047,5;30
20.11.2023;22:30;22:45;13.294;10.805;68,75
20.11.2023;22:45;23:00;13.094,75;10.657,25;225,25
20.11.2023;23:00;23:15;12.893;10.399,5;439,25
20.11.2023;23:15;23:30;12.758;10.183,25;418,75
20.11.2023;23:30;23:45;12.535,75;9.909,25;499,75
20.11.2023;23:45;00:00;12.345,75;9.674,75;663,75
21.11.2023;00:00;00:15;12.171,5;9.440,25;591
21.11.2023;00:15;00:30;11.963,5;9.240,75;741,25
21.11.2023;00:30;00:45;11.808,5;9.147,5;878
21.11.2023;00:45;01:00;11.624,5;9.014,25;984
21.11.2023;01:00;01:15;11.448,75;8.854,25;848,75
21.11.2023;01:15;01:30;11.362,25;8.836;873
21.11.2023;01:30;01:45;11.243,5;8.784,5;958,25
21.11.2023;01:45;02:00;11.137,25;8.767,5;1.031,25
21.11.2023;02:00;02:15;11.051,75;8.723,75;759,75
21.11.2023;02:15;02:30;11.012,25;8.692,5;738,5
21.11.2023;02:30;02:45;11.045,25;8.687,25;959,75
21.11.2023;02:45;03:00;11.084;8.730,5;938,75
21.11.2023;03:00;03:15;11.155,5;8.835,25;953
21.11.2023;03:15;03:30;11.285,5;9.031,25;988,75
21.11.2023;03:30;03:45;11.282,25;9.047;987,75
21.11.2023;03:45;04:00;11.302;9.097,5;970
21.11.2023;04:00;04:15;11.415,5;9.223,75;970
21.11.2023;04:15;04:30;11.564,25;9.392,75;971,5
21.11.2023;04:30;04:45;11.676,75;9.528,25;942,75
21.11.2023;04:45;05:00;11.802,5;9.635,75;883,75
21.11.2023;05:00;05:15;12.094;9.933,75;743,5
21.11.2023;05:15;05:30;12.241,75;10.073,5;778,75
21.11.2023;05:30;05:45;12.566,5;10.378,25;559,75
21.11.2023;05:45;06:00;12.902;10.697;382,25
21.11.2023;06:00;06:15;13.794,25;11.558,5;306,25
21.11.2023;06:15;06:30;14.270;11.976,75;177,5
21.11.2023;06:30;06:45;14.663,5;12.303;76,25
21.11.2023;06:45;07:00;14.963;12.569,75;48,25
21.11.2023;07:00;07:15;15.414;13.030,5;42,5
21.11.2023;07:15;07:30;15.632,25;13.207,75;4
21.11.2023;07:30;07:45;15.861,75;13.416;2
21.11.2023;07:45;08:00;15.999,5;13.503,75;2
21.11.2023;08:00;08:15;16.162,25;13.558,25;2
21.11.2023;08:15;08:30;16.245;13.564,5;1,75
21.11.2023;08:30;08:45;16.233,75;13.475;1,75
21.11.2023;08:45;09:00;16.298,25;13.473,5;2
21.11.2023;09:00;09:15;16.143;13.226,75;2,5
21.11.2023;09:15;09:30;16.254;13.248,5;4,5
21.11.2023;09:30;09:45;16.367,5;13.219,25;4,25
21.11.2023;09:45;10:00;16.478,25;13.176,5;5
21.11.2023;10:00;10:15;16.451,75;12.996,75;5
21.11.2023;10:15;10:30;16.595,25;13.015,5;3,5
21.11.2023;10:30;10:45;16.730,75;13.042,75;3,5
21.11.2023;10:45;11:00;16.859,5;13.108,5;15,25
21.11.2023;11:00;11:15;16.907,25;13.253;8,5
21.11.2023;11:15;11:30;16.858,5;13.139,75;5
21.11.2023;11:30;11:45;16.777,25;13.003;6,5
21.11.2023;11:45;12:00;16.820,25;13.025,25;7
21.11.2023;12:00;12:15;16.745,75;12.922,5;8,25
21.11.2023;12:15;12:30;16.683,5;12.868,75;6,75
21.11.2023;12:30;12:45;16.626,25;12.879;5,75
21.11.2023;12:45;13:00;16.643,75;12.941,75;4,75
21.11.2023;13:00;13:15;16.572,5;12.903,75;4,75
21.11.2023;13:15;13:30;16.455;12.885;5
21.11.2023;13:30;13:45;16.384;12.928,5;6
21.11.2023;13:45;14:00;16.275,25;12.842,75;6
21.11.2023;14:00;14:15;16.241,5;12.812,5;3,5
21.11.2023;14:15;14:30;16.157,25;12.777,5;2
21.11.2023;14:30;14:45;16.093,75;12.763,75;2
21.11.2023;14:45;15:00;16.096,5;12.876,5;2
21.11.2023;15:00;15:15;16.248,75;13.094;18,5
21.11.2023;15:15;15:30;16.224;13.205,5;10,25
21.11.2023;15:30;15:45;16.134;13.245,75;3
21.11.2023;15:45;16:00;16.015,5;13.205,75;11,75
21.11.2023;16:00;16:15;16.090,25;13.344,5;18,25
21.11.2023;16:15;16:30;16.147,5;13.346,25;1
21.11.2023;16:30;16:45;16.319;13.501,75;1
21.11.2023;16:45;17:00;16.424,75;13.577,25;1
21.11.2023;17:00;17:15;16.550,75;13.732,75;1
21.11.2023;17:15;17:30;16.551,5;13.714,25;1
21.11.2023;17:30;17:45;16.615,5;13.725,75;1
21.11.2023;17:45;18:00;16.643;13.762,5;0,75
21.11.2023;18:00;18:15;16.501,5;13.657,5;0,5
21.11.2023;18:15;18:30;16.399,5;13.536,25;1
21.11.2023;18:30;18:45;16.398,5;13.485,25;1
21.11.2023;18:45;19:00;16.381,5;13.389,75;1,25
21.11.2023;19:00;19:15;16.326,25;13.315;1
21.11.2023;19:15;19:30;16.178;13.155,75;1
21.11.2023;19:30;19:45;16.034,5;13.001,75;6,5
21.11.2023;19:45;20:00;15.886,5;12.824;28,75
21.11.2023;20:00;20:15;15.637;12.599;8,25
21.11.2023;20:15;20:30;15.356,25;12.327,25;5,75
21.11.2023;20:30;20:45;15.136;12.254;5,5
21.11.2023;20:45;21:00;14.913,5;12.062,5;5,25
21.11.2023;21:00;21:15;14.734,75;11.862,5;122,75
21.11.2023;21:15;21:30;14.624,25;11.716,5;42,75
21.11.2023;21:30;21:45;14.473;11.589,75;64
21.11.2023;21:45;22:00;14.241,5;11.341,5;103,75
21.11.2023;22:00;22:15;13.903;11.045;121
21.11.2023;22:15;22:30;13.764,5;10.903,25;130
21.11.2023;22:30;22:45;13.534,75;10.682;179,5
21.11.2023;22:45;23:00;13.331,25;10.500,75;280,25
21.11.2023;23:00;23:15;13.011,25;10.271,25;201,25
21.11.2023;23:15;23:30;12.764,25;10.042;380,25
21.11.2023;23:30;23:45;12.565,75;9.804,5;595,75
21.11.2023;23:45;00:00;12.385,5;9.705;738
22.11.2023;00:00;00:15;12.245,5;9.654,25;376
22.11.2023;00:15;00:30;12.108;9.576,75;359,25
22.11.2023;00:30;00:45;11.990,5;9.518;503,25
22.11.2023;00:45;01:00;11.832,75;9.424,5;524,5
22.11.2023;01:00;01:15;11.701,5;9.332,75;468,5
22.11.2023;01:15;01:30;11.627,5;9.302,25;584,25
22.11.2023;01:30;01:45;11.558,5;9.268,25;636
22.11.2023;01:45;02:00;11.423,5;9.168,75;757,75
22.11.2023;02:00;02:15;11.294,75;9.046;1.198
22.11.2023;02:15;02:30;11.268,25;9.075,5;1.250,25
22.11.2023;02:30;02:45;11.287;9.155,75;1.202,25
22.11.2023;02:45;03:00;11.346,5;9.232,75;1.180,5
22.11.2023;03:00;03:15;11.455;9.350,75;1.179,75
22.11.2023;03:15;03:30;11.463;9.396,5;1.173,5
22.11.2023;03:30;03:45;11.500,75;9.485;1.171,25
22.11.2023;03:45;04:00;11.574,25;9.585,25;1.118
22.11.2023;04:00;04:15;11.748,75;9.778;1.168
22.11.2023;04:15;04:30;11.871,25;9.861;1.103
22.11.2023;04:30;04:45;11.950,75;9.934,25;1.011
22.11.2023;04:45;05:00;12.008,25;9.997;1.014
22.11.2023;05:00;05:15;12.391,5;10.370,5;734,75
22.11.2023;05:15;05:30;12.419;10.413;645,5
22.11.2023;05:30;05:45;12.710,75;10.716,25;446
22.11.2023;05:45;06:00;13.148,25;11.140,75;398
22.11.2023;06:00;06:15;13.891,25;11.865;179,5
22.11.2023;06:15;06:30;14.288,25;12.251,75;59,75
22.11.2023;06:30;06:45;14.646,5;12.608,25;44,5
22.11.2023;06:45;07:00;15.031,25;12.963,25;15,5
22.11.2023;07:00;07:15;15.450,25;13.313,5;121
22.11.2023;07:15;07:30;15.577;13.365,5;92,5
22.11.2023;07:30;07:45;15.652,5;13.390,25;61,25
22.11.2023;07:45;08:00;15.830,25;13.523;62,75
22.11.2023;08:00;08:15;15.995;13.627,5;12,25
22.11.2023;08:15;08:30;16.205,75;13.675,25;3,5
22.11.2023;08:30;08:45;16.263,75;13.455,25;2,75
22.11.2023;08:45;09:00;16.397,5;13.276;2,75
22.11.2023;09:00;09:15;16.398,5;13.010,25;2
22.11.2023;09:15;09:30;16.544,75;12.842,75;2,25
22.11.2023;09:30;09:45;16.666,25;12.772,25;3
22.11.2023;09:45;10:00;16.738;12.645;42
22.11.2023;10:00;10:15;16.683;12.384,25;3,5
22.11.2023;10:15;10:30;16.731,25;12.234,75;3
22.11.2023;10:30;10:45;16.766,5;12.139,75;4,25
22.11.2023;10:45;11:00;17.002;12.221;4
22.11.2023;11:00;11:15;17.024,25;11.923,5;4
22.11.2023;11:15;11:30;17.165,5;12.005,75;18,75
22.11.2023;11:30;11:45;17.168,5;11.890,5;26,75
22.11.2023;11:45;12:00;17.184,5;11.739,5;21,75
22.11.2023;12:00;12:15;17.207,25;11.499,5;40,5
22.11.2023;12:15;12:30;17.144,25;11.316,25;123,5
22.11.2023;12:30;12:45;17.094,25;11.273,5;202,5
22.11.2023;12:45;13:00;17.056,25;11.304;243
22.11.2023;13:00;13:15;16.965,25;11.372,75;216,75
22.11.2023;13:15;13:30;16.808,75;11.352,5;92,25
22.11.2023;13:30;13:45;16.752,75;11.547;75,5
22.11.2023;13:45;14:00;16.524;11.510;23,75
22.11.2023;14:00;14:15;16.522,25;11.639,75;3,75
22.11.2023;14:15;14:30;16.478,5;11.743;4,5
22.11.2023;14:30;14:45;16.361,75;11.744;5,25
22.11.2023;14:45;15:00;16.315,5;11.823,5;3
22.11.2023;15:00;15:15;16.420,5;12.042,5;2,25
22.11.2023;15:15;15:30;16.396,5;12.124;3,25
22.11.2023;15:30;15:45;16.339,75;12.132,75;2,75
22.11.2023;15:45;16:00;16.260,5;12.027,75;2,75
22.11.2023;16:00;16:15;16.388,25;12.329,25;30,75
22.11.2023;16:15;16:30;16.465,25;12.408,25;12,25
22.11.2023;16:30;16:45;16.673,25;12.553,25;2,75
22.11.2023;16:45;17:00;16.758,75;12.588;1,75
22.11.2023;17:00;17:15;16.892,25;12.548,25;1,75
22.11.2023;17:15;17:30;16.999,5;12.485,75;1,75
22.11.2023;17:30;17:45;17.022;12.344,5;6,75
22.11.2023;17:45;18:00;16.972,75;12.124,25;75
22.11.2023;18:00;18:15;17.050,75;11.948,25;18
22.11.2023;18:15;18:30;16.980,25;11.723,75;14,25
22.11.2023;18:30;18:45;16.936,5;11.493;13,75
22.11.2023;18:45;19:00;16.885,25;11.223,25;51,5
22.11.2023;19:00;19:15;16.752;11.026,25;40,25
22.11.2023;19:15;19:30;16.790;10.862,5;47
22.11.2023;19:30;19:45;16.706,25;10.599,25;46,25
22.11.2023;19:45;20:00;16.461,75;10.253,5;137
22.11.2023;20:00;20:15;16.111,25;9.754,25;51,75
22.11.2023;20:15;20:30;15.917,75;9.435;63
22.11.2023;20:30;20:45;15.748,25;9.131,25;116,5
22.11.2023;20:45;21:00;15.435,75;8.702,5;208,25
22.11.2023;21:00;21:15;15.351,5;8.517,75;116,25
22.11.2023;21:15;21:30;15.178,5;8.168,5;154,25
22.11.2023;21:30;21:45;14.963,25;7.956;177
22.11.2023;21:45;22:00;14.663,25;7.716,75;362,5
22.11.2023;22:00;22:15;14.575,5;7.661,75;156,75
22.11.2023;22:15;22:30;14.372,5;7.332,5;180,75
22.11.2023;22:30;22:45;14.098,5;7.001,75;415
22.11.2023;22:45;23:00;13.975,5;6.814,75;717
22.11.2023;23:00;23:15;13.668,25;6.510,25;496
22.11.2023;23:15;23:30;13.528,25;6.133,5;774
22.11.2023;23:30;23:45;13.339;5.760,25;758
22.11.2023;23:45;00:00;13.251,75;5.557;934
23.11.2023;00:00;00:15;12.803,5;4.888;647,25
23.11.2023;00:15;00:30;12.660,75;4.600;707,75
23.11.2023;00:30;00:45;12.658,25;4.471,75;723,25
23.11.2023;00:45;01:00;12.497,75;4.209;899,5
23.11.2023;01:00;01:15;12.322;3.930;970,25
23.11.2023;01:15;01:30;12.295,5;3.718,25;1.090,75
23.11.2023;01:30;01:45;12.212,75;3.600;1.199
23.11.2023;01:45;02:00;12.253,5;3.624;1.208,75
23.11.2023;02:00;02:15;12.085,5;3.409,5;1.214,75
23.11.2023;02:15;02:30;12.118,75;3.347,75;1.224
23.11.2023;02:30;02:45;12.138,5;3.280,5;1.206,5
23.11.2023;02:45;03:00;12.083,5;3.212,5;1.216
23.11.2023;03:00;03:15;12.090,5;3.115,75;1.149,25
23.11.2023;03:15;03:30;12.049,5;2.988,75;1.154,5
23.11.2023;03:30;03:45;12.119,5;2.943,5;1.176,5
23.11.2023;03:45;04:00;12.108,5;2.913,5;1.175
23.11.2023;04:00;04:15;12.309,25;3.132,5;1.148,25
23.11.2023;04:15;04:30;12.355;3.133;1.095,75
23.11.2023;04:30;04:45;12.503,5;3.228;1.062,75
23.11.2023;04:45;05:00;12.587,25;3.322;1.014,25
23.11.2023;05:00;05:15;12.847;3.660,75;951,5
23.11.2023;05:15;05:30;13.068;3.850,25;864,5
23.11.2023;05:30;05:45;13.334,5;4.034;610
23.11.2023;05:45;06:00;13.710,5;4.365,75;490
23.11.2023;06:00;06:15;14.419,5;4.747;431,25
23.11.2023;06:15;06:30;14.741,75;5.055,25;329,5
23.11.2023;06:30;06:45;15.056,5;5.348,25;217,5
23.11.2023;06:45;07:00;15.425,25;5.742;150
23.11.2023;07:00;07:15;16.030,5;6.301,25;64,5
23.11.2023;07:15;07:30;16.317;6.554;36,75
23.11.2023;07:30;07:45;16.479,25;6.690,75;7,75
23.11.2023;07:45;08:00;16.528,75;6.640,75;2,75
23.11.2023;08:00;08:15;16.775,25;6.839;1
23.11.2023;08:15;08:30;16.938,5;6.998,75;0,75
23.11.2023;08:30;08:45;17.069,25;6.982,5;1,75
23.11.2023;08:45;09:00;17.113,75;6.851;10,75
23.11.2023;09:00;09:15;16.961;6.393;2,5
23.11.2023;09:15;09:30;16.930,25;6.236;4,25
23.11.2023;09:30;09:45;17.074;6.133;56
23.11.2023;09:45;10:00;17.178,25;6.060,25;57,5
23.11.2023;10:00;10:15;17.225,5;5.924,75;107
23.11.2023;10:15;10:30;17.243,5;5.686,25;106,75
23.11.2023;10:30;10:45;17.375,25;5.664;111,75
23.11.2023;10:45;11:00;17.453,75;5.510,25;177,25
23.11.2023;11:00;11:15;17.370,5;5.280,5;178,75
23.11.2023;11:15;11:30;17.477;5.294,25;199,5
23.11.2023;11:30;11:45;17.595,5;5.336,5;178
23.11.2023;11:45;12:00;17.605,5;5.264,25;193,5
23.11.2023;12:00;12:15;17.587,75;5.250;203
23.11.2023;12:15;12:30;17.598;5.150,75;200,75
23.11.2023;12:30;12:45;17.617,25;5.164;219,25
23.11.2023;12:45;13:00;17.551,25;5.264,5;239,25
23.11.2023;13:00;13:15;17.636,5;5.363;155,25
23.11.2023;13:15;13:30;17.507,75;5.243,25;130
23.11.2023;13:30;13:45;17.383,25;5.224,25;122
23.11.2023;13:45;14:00;17.242,75;5.154,5;127,5
23.11.2023;14:00;14:15;17.230;5.224,75;226,5
23.11.2023;14:15;14:30;17.202,25;5.304,5;192,25
23.11.2023;14:30;14:45;17.041,5;5.273,5;193
23.11.2023;14:45;15:00;17.033,25;5.366,75;134,5
23.11.2023;15:00;15:15;17.133,75;5.601,25;99,25
23.11.2023;15:15;15:30;17.068;5.691;45,25
23.11.2023;15:30;15:45;16.956,5;5.687;14,75
23.11.2023;15:45;16:00;16.926,25;5.679,25;3,25
23.11.2023;16:00;16:15;17.041;5.774,75;93
23.11.2023;16:15;16:30;17.058,5;5.727,25;70,75
23.11.2023;16:30;16:45;17.159,75;5.710,25;62,25
23.11.2023;16:45;17:00;17.324,75;5.902,75;8,75
23.11.2023;17:00;17:15;17.534,5;6.027;2,75
23.11.2023;17:15;17:30;17.566;6.026,5;3,75
23.11.2023;17:30;17:45;17.577,25;5.994;2,5
23.11.2023;17:45;18:00;17.542,75;5.974,5;2,5
23.11.2023;18:00;18:15;17.322,5;5.824,25;2,25
23.11.2023;18:15;18:30;17.158,25;5.618,5;68,75
23.11.2023;18:30;18:45;17.126,25;5.523,25;72,5
23.11.2023;18:45;19:00;17.043,75;5.403,5;82,25
23.11.2023;19:00;19:15;16.930,5;5.223,75;37,25
23.11.2023;19:15;19:30;16.846,5;5.109;60,75
23.11.2023;19:30;19:45;16.638,75;4.900,25;106,25
23.11.2023;19:45;20:00;16.434,75;4.710;147,5
23.11.2023;20:00;20:15;16.150,25;4.596,25;123,75
23.11.2023;20:15;20:30;15.906,5;4.309,75;160,75
23.11.2023;20:30;20:45;15.769,5;4.089,75;199,75
23.11.2023;20:45;21:00;15.586,25;3.857,5;295,25
23.11.2023;21:00;21:15;15.432,25;3.770,75;298,75
23.11.2023;21:15;21:30;15.283;3.656,75;426,75
23.11.2023;21:30;21:45;14.994;3.369;577,25
23.11.2023;21:45;22:00;14.816,25;3.274;754
23.11.2023;22:00;22:15;14.499,5;3.244,75;503,25
23.11.2023;22:15;22:30;14.325;3.046,25;605,5
23.11.2023;22:30;22:45;14.116,75;2.803,25;702,5
23.11.2023;22:45;23:00;13.957;2.822;823,25
23.11.2023;23:00;23:15;13.651,5;2.432;620,75
23.11.2023;23:15;23:30;13.462,5;2.175;886,5
23.11.2023;23:30;23:45;13.338,75;2.073,5;1.083
23.11.2023;23:45;00:00;13.144,5;2.039,25;1.162
24.11.2023;00:00;00:15;12.617,75;1.667,75;696,5
24.11.2023;00:15;00:30;12.447,75;1.452,75;827,25
24.11.2023;00:30;00:45;12.356;1.360,25;1.050,75
24.11.2023;00:45;01:00;12.206,25;1.262,75;1.131,25
24.11.2023;01:00;01:15;12.161,5;1.152,75;1.040,75
24.11.2023;01:15;01:30;12.031,75;1.080,25;984,75
24.11.2023;01:30;01:45;12.059,25;1.176,25;1.106,25
24.11.2023;01:45;02:00;12.057,5;1.210,5;1.017,25
24.11.2023;02:00;02:15;11.823,75;1.340;950,25
24.11.2023;02:15;02:30;11.709,75;1.482,25;956,25
24.11.2023;02:30;02:45;11.675,75;1.566,25;915,5
24.11.2023;02:45;03:00;11.700,25;1.617;913,25
24.11.2023;03:00;03:15;11.722,75;1.804,75;895,25
24.11.2023;03:15;03:30;11.751;1.953;863,25
24.11.2023;03:30;03:45;11.781,25;1.933;845
24.11.2023;03:45;04:00;11.810,25;1.971;841
24.11.2023;04:00;04:15;11.783,75;1.953;799,5
24.11.2023;04:15;04:30;11.898,75;2.109,5;741,5
24.11.2023;04:30;04:45;12.040;2.266,75;697,5
24.11.2023;04:45;05:00;12.291,25;2.484,25;658,5
